match_id,batsman,runs_scored,balls_faced,strike_rate,venue,venue_avg,career_avg,last5_avg
1136611,AB de Villiers,69,39.0,176.9230769230769,M.Chinnaswamy Stadium,21.37991266375546,30.26771653543307,47.2
1136613,AB de Villiers,53,35.0,151.42857142857142,Sawai Mansingh Stadium,19.84241531664212,30.5703125,43.0
1175356,AB de Villiers,9,10.0,90.0,MA Chidambaram Stadium,18.946153846153845,30.74418604651163,40.0
1175362,AB de Villiers,70,41.0,170.73170731707316,M.Chinnaswamy Stadium,21.37991266375546,30.576923076923077,41.6
1175366,AB de Villiers,1,2.0,50.0,Rajiv Gandhi International Stadium,18.809322033898304,30.87786259541985,54.6
1175369,AB de Villiers,13,9.0,144.44444444444443,Sawai Mansingh Stadium,19.84241531664212,30.651515151515152,40.4
1175372,AB de Villiers,63,32.0,196.875,M.Chinnaswamy Stadium,21.37991266375546,30.518796992481203,29.2
1178395,AB de Villiers,17,16.0,106.25,M.Chinnaswamy Stadium,21.37991266375546,30.761194029850746,31.2
1178403,AB de Villiers,59,38.0,155.26315789473685,Punjab Cricket Association IS Bindra Stadium,24.159420289855074,30.659259259259258,32.8
1178406,AB de Villiers,75,51.0,147.05882352941177,Wankhede Stadium,19.74621549421193,30.86764705882353,30.6
1178414,AB de Villiers,25,19.0,131.57894736842107,M.Chinnaswamy Stadium,21.37991266375546,31.18978102189781,45.4
1178417,AB de Villiers,82,44.0,186.36363636363635,M.Chinnaswamy Stadium,21.37991266375546,31.144927536231883,47.8
1178421,AB de Villiers,17,19.0,89.47368421052632,Arun Jaitley Stadium,20.91826923076923,31.510791366906474,51.6
1178424,AB de Villiers,10,4.0,250.0,M.Chinnaswamy Stadium,21.37991266375546,31.40714285714286,51.6
1178429,AB de Villiers,1,2.0,50.0,M.Chinnaswamy Stadium,21.37991266375546,31.25531914893617,41.8
1216499,AB de Villiers,15,12.0,125.0,Sheikh Zayed Stadium,20.11163895486936,31.04225352112676,27.0
1216502,AB de Villiers,24,24.0,100.0,Sharjah Cricket Stadium,19.61298076923077,30.93006993006993,25.0
1216505,AB de Villiers,35,21.0,166.66666666666669,Sheikh Zayed Stadium,20.11163895486936,30.881944444444443,13.4
1216510,AB de Villiers,28,18.0,155.55555555555557,Dubai International Cricket Stadium,20.10672514619883,30.910344827586208,17.0
1216514,AB de Villiers,12,10.0,120.0,Sheikh Zayed Stadium,20.11163895486936,30.89041095890411,20.6
1216519,AB de Villiers,9,6.0,150.0,Dubai International Cricket Stadium,20.10672514619883,30.761904761904763,22.8
1216522,AB de Villiers,55,22.0,250.0,Dubai International Cricket Stadium,20.10672514619883,30.614864864864863,21.6
1216525,AB de Villiers,0,2.0,0.0,Dubai International Cricket Stadium,20.10672514619883,30.778523489932887,27.8
